瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥绊扁柯(∑C),乞闭 惑措嚼档(%)
143,措备,2018-02-26,4.9,13.4,48.3
143,措备,2018-02-27,7,14.7,51.9
143,措备,2018-02-28,7.4,10.9,80.4
143,措备,2018-03-01,5.1,9.3,47.1
143,措备,2018-03-02,3.5,11.6,33.3
143,措备,2018-03-03,8.2,17.7,47.3
143,措备,2018-03-04,12.7,19,72.4
143,措备,2018-03-05,5.3,12.9,81.3
143,措备,2018-03-06,5.2,10.7,59.9
143,措备,2018-03-07,4.7,7.9,72.4
143,措备,2018-03-08,2,4.4,94.9
143,措备,2018-03-09,2.9,6.3,82.5
143,措备,2018-03-10,6.9,13.8,60.6
143,措备,2018-03-11,8.6,15.7,46.1
143,措备,2018-03-12,9.8,20.1,54
143,措备,2018-03-13,13.3,23,58.9
143,措备,2018-03-14,16,24.4,60
143,措备,2018-03-15,14.8,16.5,88.8
143,措备,2018-03-16,4,11.8,64.9
143,措备,2018-03-17,5.5,13.6,56.1
143,措备,2018-03-18,9.1,14.8,68.8
143,措备,2018-03-19,8.1,11.3,92.4
143,措备,2018-03-20,5.2,7.9,52.1
143,措备,2018-03-21,1.7,3.3,93.3
143,措备,2018-03-22,6,11.7,60.5
143,措备,2018-03-23,7.9,15.6,54.9
143,措备,2018-03-24,11.7,18.5,47.1
143,措备,2018-03-25,13.9,21.8,41.6
143,措备,2018-03-26,15.3,22.6,36.8
143,措备,2018-03-27,16.3,24.1,44.4
143,措备,2018-03-28,18.2,25.9,37.8
143,措备,2018-03-29,15.1,23.9,54.4
143,措备,2018-03-30,12.9,18.5,50.3
143,措备,2018-03-31,15.2,24,48.8
143,措备,2018-04-01,17.5,23.7,52.4
143,措备,2018-04-02,19.7,26.5,61
143,措备,2018-04-03,20.2,27.2,60
143,措备,2018-04-04,10.5,18.6,84
143,措备,2018-04-05,8.2,9.6,84.1
143,措备,2018-04-06,9.5,16.2,63.1
143,措备,2018-04-07,6.2,10.2,35
143,措备,2018-04-08,8.9,14.2,41.6
143,措备,2018-04-09,13.5,19.4,39.9
143,措备,2018-04-10,15.5,22.5,52
143,措备,2018-04-11,19,24.1,41.8
143,措备,2018-04-12,16.4,23.7,24.4
143,措备,2018-04-13,12.8,18,38.5
143,措备,2018-04-14,10.5,12.1,81.5
143,措备,2018-04-15,12.8,17.9,50.1
143,措备,2018-04-16,12.2,19.2,57
143,措备,2018-04-17,14.6,21.8,55.8
143,措备,2018-04-18,16.9,24.9,43.4
143,措备,2018-04-19,19.2,28,30.1
143,措备,2018-04-20,21.5,30.5,33.9
143,措备,2018-04-21,21.8,32,35.1
143,措备,2018-04-22,16.1,21.5,61.8
143,措备,2018-04-23,10.4,12.8,90.6
143,措备,2018-04-24,11.2,12.9,88.6
143,措备,2018-04-25,13.2,21.8,50.3
143,措备,2018-04-26,16.4,25.9,44.9
143,措备,2018-04-27,17.4,24,35.1
143,措备,2018-04-28,17.8,27,43.1
143,措备,2018-04-29,19,27.8,37.1
143,措备,2018-04-30,21,28.3,54.9
143,措备,2018-05-01,20.1,24.6,70
143,措备,2018-05-02,15.1,19.5,85.1
143,措备,2018-05-03,14.1,19.3,43.6
143,措备,2018-05-04,16.1,23,33.5
143,措备,2018-05-05,19.9,27.9,29.5
143,措备,2018-05-06,16.2,18.7,93.5
143,措备,2018-05-07,15.5,18.9,87.4
143,措备,2018-05-08,14.3,16.7,68.5
143,措备,2018-05-09,12.9,17.1,62.6
143,措备,2018-05-10,17.6,25,51.4
143,措备,2018-05-11,19.7,26.9,46.5
143,措备,2018-05-12,17.7,19.9,70.5
143,措备,2018-05-13,20.6,25.9,68.3
143,措备,2018-05-14,22.2,29.6,55.8
143,措备,2018-05-15,24.6,32,53.6
143,措备,2018-05-16,24.8,27,77.8
143,措备,2018-05-17,26.5,30.6,68.6
143,措备,2018-05-18,16.9,25,85.1
143,措备,2018-05-19,14.4,18.3,62.1
143,措备,2018-05-20,14.4,19.2,65.1
143,措备,2018-05-21,15.2,19.2,71.6
143,措备,2018-05-22,18.5,25.6,69.6
143,措备,2018-05-23,20.1,26.6,59.4
143,措备,2018-05-24,21.2,30.2,45.6
143,措备,2018-05-25,22.8,29.4,40.1
143,措备,2018-05-26,22.5,30.6,47.8
143,措备,2018-05-27,22.2,28.2,56.3
143,措备,2018-05-28,22.8,27.7,60.1
143,措备,2018-05-29,23.9,29.9,64.3
143,措备,2018-05-30,21.9,29.1,79.3
143,措备,2018-05-31,21.8,27.6,53.8
143,措备,2018-06-01,24.3,32.2,53.1
143,措备,2018-06-02,26.8,33.9,42.4
143,措备,2018-06-03,25.2,32.1,42.1
143,措备,2018-06-04,25.3,30.8,48.9
143,措备,2018-06-05,22.6,26,64
143,措备,2018-06-06,24.6,31.5,57.9
143,措备,2018-06-07,27,33.8,52.5
143,措备,2018-06-08,25.6,31.7,50.1
143,措备,2018-06-09,20.2,23.3,62.8
143,措备,2018-06-10,18.7,22.4,71.5
143,措备,2018-06-11,17,19.6,81
143,措备,2018-06-12,19.1,25.6,64.4
143,措备,2018-06-13,20.3,25.2,65
143,措备,2018-06-14,20.1,24.2,64.1
143,措备,2018-06-15,19.1,23.1,59
143,措备,2018-06-16,18.7,22.6,60.1
143,措备,2018-06-17,21.9,29,57.8
143,措备,2018-06-18,25.4,32.4,56.3
143,措备,2018-06-19,22.4,25,74.8
143,措备,2018-06-20,24.7,29.5,55.3
143,措备,2018-06-21,25.4,31.8,42.4
143,措备,2018-06-22,25.6,32,41.6
143,措备,2018-06-23,26.4,32.3,42
143,措备,2018-06-24,28.6,35,39.8
143,措备,2018-06-25,28.2,35.3,44.3
143,措备,2018-06-26,26,28.6,68.9
143,措备,2018-06-27,25.8,32.1,78.8
143,措备,2018-06-28,23.3,25.4,86.1
143,措备,2018-06-29,25.7,29.8,74.5
143,措备,2018-06-30,22.7,25.6,89.5
143,措备,2018-07-01,24.7,30.2,82.1
143,措备,2018-07-02,24.5,29,90.9
143,措备,2018-07-03,23.9,27.3,86.5
143,措备,2018-07-04,26.2,33.4,75.3
143,措备,2018-07-05,22.4,25,89.1
143,措备,2018-07-06,20.8,22.5,84.3
143,措备,2018-07-07,20.2,24.3,65
143,措备,2018-07-08,19.4,22.3,70.3
143,措备,2018-07-09,19.2,20.7,88.3
143,措备,2018-07-10,24.6,30.9,75.9
143,措备,2018-07-11,28.2,32.9,69.5
143,措备,2018-07-12,29.6,34.4,66
143,措备,2018-07-13,30.6,35.1,61.1
143,措备,2018-07-14,30.7,36.4,58.3
143,措备,2018-07-15,31.3,36.5,55.8
143,措备,2018-07-16,31.3,37.2,56
143,措备,2018-07-17,30.9,36.6,56.9
143,措备,2018-07-18,30.7,35.6,56.6
143,措备,2018-07-19,31,36.6,58.6
143,措备,2018-07-20,31.5,38.5,54.9
143,措备,2018-07-21,31.1,36.8,58.9
143,措备,2018-07-22,31.1,35.8,57.3
143,措备,2018-07-23,32.2,38,49
143,措备,2018-07-24,32.2,38.6,54.1
143,措备,2018-07-25,32.3,37.1,56
143,措备,2018-07-26,33.1,38,53.5
143,措备,2018-07-27,32.4,39.2,58.3
143,措备,2018-07-28,29.3,33.9,66.1
143,措备,2018-07-29,30.3,36.9,53.9
143,措备,2018-07-30,28.5,33,65
143,措备,2018-07-31,29.2,34.3,60.4
143,措备,2018-08-01,30.4,37.5,56.5
143,措备,2018-08-02,30.8,37.2,56.1
143,措备,2018-08-03,31,37.8,55
143,措备,2018-08-04,32.3,38.7,52.3
143,措备,2018-08-05,32.2,36.9,50.9
143,措备,2018-08-06,30.4,36.1,61.1
143,措备,2018-08-07,28.4,32.2,65.6
143,措备,2018-08-08,29.1,37.1,62.8
143,措备,2018-08-09,29.3,37,62.9
143,措备,2018-08-10,25.9,28.8,83.5
143,措备,2018-08-11,26.5,29.5,74.9
143,措备,2018-08-12,27.7,32,76.6
143,措备,2018-08-13,30.6,36.2,64.9
143,措备,2018-08-14,30.7,36.8,57.6
143,措备,2018-08-15,28.7,34.9,68.3
143,措备,2018-08-16,26.2,31.9,77.3
143,措备,2018-08-17,24.5,28.2,55.8
143,措备,2018-08-18,23.8,28.6,59.8
143,措备,2018-08-19,24.9,31.3,60.1
143,措备,2018-08-20,26.3,32.4,61.9
143,措备,2018-08-21,29.3,36.9,55
143,措备,2018-08-22,29.4,33.7,60.8
143,措备,2018-08-23,27.6,29.7,75.3
143,措备,2018-08-24,29.2,33.5,61.8
143,措备,2018-08-25,25.4,31.9,68.6
143,措备,2018-08-26,20.8,23.9,95.1
143,措备,2018-08-27,22.9,24.9,95.3
143,措备,2018-08-28,25.7,31.7,85.3
143,措备,2018-08-29,27.6,33,70.3
143,措备,2018-08-30,27.7,32.4,75.3
143,措备,2018-08-31,23.7,26.3,89.1
143,措备,2018-09-01,23.2,27.4,74.6
143,措备,2018-09-02,22.2,25.3,73.6
143,措备,2018-09-03,23.4,26.6,90.6
143,措备,2018-09-04,24.7,30.2,65.6
143,措备,2018-09-05,25,30.4,49.5
143,措备,2018-09-06,22.5,27.1,65.8
143,措备,2018-09-07,22.8,27.4,67.3
143,措备,2018-09-08,20,24.4,69.8
143,措备,2018-09-09,20.5,27.2,71.8
143,措备,2018-09-10,20.6,24.9,63.8
143,措备,2018-09-11,19.6,23.8,64.4
143,措备,2018-09-12,21.1,25.6,67.5
143,措备,2018-09-13,21.3,23.9,77.8
143,措备,2018-09-14,21.8,23.3,88.9
143,措备,2018-09-15,22.1,24.2,87.8
143,措备,2018-09-16,24.3,28.9,74.1
143,措备,2018-09-17,23.6,28.8,63.5
143,措备,2018-09-18,22.9,29.2,62.1
143,措备,2018-09-19,22,26.2,77.3
143,措备,2018-09-20,20.5,21.6,86.6
143,措备,2018-09-21,19.7,20.3,92.5
143,措备,2018-09-22,21.2,27.4,71.4
143,措备,2018-09-23,20.8,27.4,60.3
143,措备,2018-09-24,17.8,21.5,62.8
143,措备,2018-09-25,16.8,23.7,67.3
143,措备,2018-09-26,17.7,22,62.6
143,措备,2018-09-27,16.8,23.2,65.8
143,措备,2018-09-28,16.8,21.9,70.9
143,措备,2018-09-29,18.2,21,79.4
143,措备,2018-09-30,20.4,27,55.5
143,措备,2018-10-01,17.5,20.6,47
143,措备,2018-10-02,17.2,23.5,55.1
143,措备,2018-10-03,16.8,23.8,65.8
143,措备,2018-10-04,18.3,23.7,70.1
143,措备,2018-10-05,18.3,19.1,94.5
143,措备,2018-10-06,20.3,23.6,83.3
143,措备,2018-10-07,19.9,25.8,63.5
143,措备,2018-10-08,16.5,22.1,43.3
143,措备,2018-10-09,15.3,19.6,72.9
143,措备,2018-10-10,15.3,19.2,57.6
143,措备,2018-10-11,12.3,16.4,40
143,措备,2018-10-12,11.6,18.1,58.4
143,措备,2018-10-13,13.5,20.9,66.3
143,措备,2018-10-14,14.5,21.2,68.8
143,措备,2018-10-15,15.8,21.7,58.8
143,措备,2018-10-16,13.8,17.5,77.9
143,措备,2018-10-17,13.7,20.6,70.1
143,措备,2018-10-18,13,19.5,63.4
143,措备,2018-10-19,13.9,20.1,60
143,措备,2018-10-20,12.4,20.2,62.8
143,措备,2018-10-21,12.2,22.1,60
143,措备,2018-10-22,13.3,19.8,71
143,措备,2018-10-23,15.5,22.1,67.1
143,措备,2018-10-24,14.5,21.1,55.6
143,措备,2018-10-25,12.5,20.7,65.1
143,措备,2018-10-26,12.5,14.9,81.3
143,措备,2018-10-27,12,16.3,42.3
143,措备,2018-10-28,11.7,18.9,58.3
143,措备,2018-10-29,11,17.5,64.3
143,措备,2018-10-30,9,13.7,46.1
143,措备,2018-10-31,9.2,15.8,53.6
143,措备,2018-11-01,8.9,17.2,55.6
143,措备,2018-11-02,9,18.6,60.5
143,措备,2018-11-03,10.1,20.1,58.5
143,措备,2018-11-04,11,21.2,55.9
143,措备,2018-11-05,10.8,20,67.3
143,措备,2018-11-06,13,20.9,73.9
143,措备,2018-11-07,13.8,17,83.8
143,措备,2018-11-08,15,17.6,92.4
143,措备,2018-11-09,13.8,16.5,59.1
143,措备,2018-11-10,11.1,19,68
143,措备,2018-11-11,10.7,17.1,75.3
143,措备,2018-11-12,11.4,16.5,68.5
143,措备,2018-11-13,10.5,15.4,70.4
143,措备,2018-11-14,9.9,17.6,73
143,措备,2018-11-15,9.2,16.7,72.3
143,措备,2018-11-16,8.8,13.4,78.3
143,措备,2018-11-17,9,15.3,63.3
143,措备,2018-11-18,8.2,11.6,44.1
143,措备,2018-11-19,8.2,14.5,51.9
143,措备,2018-11-20,7.7,14.5,40.5
143,措备,2018-11-21,6.4,11.3,53.6
143,措备,2018-11-22,5.6,9,36.3
143,措备,2018-11-23,3,8.8,42.3
143,措备,2018-11-24,1.4,5.3,64.8
143,措备,2018-11-25,4.5,10.5,83
143,措备,2018-11-26,5.8,13.9,70.9
143,措备,2018-11-27,8.2,16.8,68.5
143,措备,2018-11-28,7.1,13.1,53.4
143,措备,2018-11-29,5.8,12,48
143,措备,2018-11-30,7.2,14,50
143,措备,2018-12-01,6.4,11.4,52.6
143,措备,2018-12-02,7.7,14.7,70
143,措备,2018-12-03,12.1,15.5,86.1
143,措备,2018-12-04,12.1,16.1,73
143,措备,2018-12-05,6.5,10.4,40.1
143,措备,2018-12-06,5.6,7.8,62.3
143,措备,2018-12-07,-1.9,4.8,35.4
143,措备,2018-12-08,-4.2,-.3,36.4
143,措备,2018-12-09,-3,1.6,30.4
143,措备,2018-12-10,-1.6,6.3,46.6
143,措备,2018-12-11,.4,1.8,80.6
143,措备,2018-12-12,.8,3.5,44.9
143,措备,2018-12-13,1.1,6.8,48.6
143,措备,2018-12-14,-.8,3.9,38.1
143,措备,2018-12-15,-1.2,6.5,45.1
143,措备,2018-12-16,-.8,1.8,75.8
143,措备,2018-12-17,2.8,7.6,59
143,措备,2018-12-18,3.6,8.7,55.8
143,措备,2018-12-19,5.1,13.1,60.5
143,措备,2018-12-20,4.1,9.5,64.1
143,措备,2018-12-21,4.8,12.4,65.4
143,措备,2018-12-22,6.9,14.5,67.9
143,措备,2018-12-23,7.2,11.6,45.6
143,措备,2018-12-24,1.5,5.5,30
143,措备,2018-12-25,.4,5.6,52.3
143,措备,2018-12-26,4.2,8.9,37.5
143,措备,2018-12-27,-3.3,1.6,18.6
143,措备,2018-12-28,-5.7,-2.2,36
143,措备,2018-12-29,-4.2,-.7,30.6
143,措备,2018-12-30,-3.6,1.6,33
143,措备,2018-12-31,-1.3,5.6,32.6
143,措备,2019-01-01,-.6,3.4,49.3
143,措备,2019-01-02,-.5,4.2,39.3
143,措备,2019-01-03,0,6.1,30.1
143,措备,2019-01-04,.9,7.2,38
143,措备,2019-01-05,2.4,7.5,38.3
143,措备,2019-01-06,.6,7.3,29.9
143,措备,2019-01-07,1.2,6.1,38.3
143,措备,2019-01-08,1.2,5.1,38
143,措备,2019-01-09,-1.3,4.3,33.6
143,措备,2019-01-10,1.7,5.7,41.5
143,措备,2019-01-11,3,8.3,54.6
143,措备,2019-01-12,3.1,6,88.1
143,措备,2019-01-13,1.8,9.4,79.1
143,措备,2019-01-14,2,9.2,63
143,措备,2019-01-15,2.6,7.7,51.8
143,措备,2019-01-16,-1.9,2.6,34.9
143,措备,2019-01-17,1.5,5.7,47
143,措备,2019-01-18,2.5,8.9,45.6
143,措备,2019-01-19,4.5,10.2,46.1
143,措备,2019-01-20,3.4,6.9,39.3
143,措备,2019-01-21,1.9,8.2,38.5
143,措备,2019-01-22,3.9,9.7,45.9
143,措备,2019-01-23,4.2,11.1,41.1
143,措备,2019-01-24,2.8,9.7,29.3
143,措备,2019-01-25,1.1,6.7,35.9
143,措备,2019-01-26,-.3,4.6,25.1
143,措备,2019-01-27,.7,8,34.5
143,措备,2019-01-28,3.1,8.7,35.8
143,措备,2019-01-29,1.6,9.2,39.9
143,措备,2019-01-30,5.2,12.5,34.1
143,措备,2019-01-31,1.4,6.8,66.1
143,措备,2019-02-01,0,4.9,44.8
143,措备,2019-02-02,3,8.8,51
143,措备,2019-02-03,5,8.5,85.5
143,措备,2019-02-04,4.1,7.9,28.9
143,措备,2019-02-05,3.3,11.2,41.3
143,措备,2019-02-06,6.6,15,40
143,措备,2019-02-07,3.9,8.7,41
143,措备,2019-02-08,-.1,5.3,26.6
143,措备,2019-02-09,.2,3,22.5
143,措备,2019-02-10,1,4.5,29.3
143,措备,2019-02-11,.6,4.7,27.8
143,措备,2019-02-12,1.5,6.5,37.4
143,措备,2019-02-13,2.6,6.2,28.3
143,措备,2019-02-14,2.1,6.5,52.1
143,措备,2019-02-15,4.1,9.9,54.4
143,措备,2019-02-16,1,3.4,45.9
143,措备,2019-02-17,1.8,7.6,31.6
143,措备,2019-02-18,4.9,9.2,27.3
143,措备,2019-02-19,3.6,6.3,87
143,措备,2019-02-20,3.8,7.4,57.4
143,措备,2019-02-21,3.7,10.2,60.1
143,措备,2019-02-22,6,12.4,54.3
143,措备,2019-02-23,5.6,12.6,65
143,措备,2019-02-24,6.9,15.7,56.1
143,措备,2019-02-25,9.2,15.2,48.5
143,措备,2019-02-26,8.1,14.5,51.8
143,措备,2019-02-27,9.1,13.3,67.9
143,措备,2019-02-28,9,15.4,60.9
143,措备,2019-03-01,8.4,15.3,43.3
143,措备,2019-03-02,8,15,57.9
143,措备,2019-03-03,10,15.2,53
143,措备,2019-03-04,10.9,16.9,49.8
143,措备,2019-03-05,10.1,16.2,52.6
143,措备,2019-03-06,11.2,14.8,49.8
143,措备,2019-03-07,8.7,12.5,55.5
143,措备,2019-03-08,8.5,16.2,52.5
143,措备,2019-03-09,10.9,18.1,46
143,措备,2019-03-10,8.5,11.9,76
143,措备,2019-03-11,8.2,14.4,69.3
143,措备,2019-03-12,8.4,16,55.8
143,措备,2019-03-13,5.3,10,30
143,措备,2019-03-14,6.8,13.2,30.1
143,措备,2019-03-15,6.8,13.3,52
143,措备,2019-03-16,7.6,13.2,48.4
143,措备,2019-03-17,8.5,14.1,42.9
143,措备,2019-03-18,9,16.9,49.6
143,措备,2019-03-19,13.5,21.2,43.6
143,措备,2019-03-20,12.6,18.1,61.4
143,措备,2019-03-21,13.5,18.2,61.8
143,措备,2019-03-22,7.2,12.9,40.4
143,措备,2019-03-23,6,13.1,42.9
143,措备,2019-03-24,6.6,13.7,39.4
143,措备,2019-03-25,9.3,15.6,41.5
143,措备,2019-03-26,11.7,19.9,44
143,措备,2019-03-27,15,24.2,35.1
143,措备,2019-03-28,12.1,16.2,61.6
143,措备,2019-03-29,12.5,19.4,60.3
143,措备,2019-03-30,9.2,14.3,60.4
143,措备,2019-03-31,6.7,11.1,39.6
143,措备,2019-04-01,7.1,11.8,34.6
143,措备,2019-04-02,8.1,14.8,34.1
143,措备,2019-04-03,9.8,16.3,26.3
143,措备,2019-04-04,13.1,21.5,21.9
143,措备,2019-04-05,15.2,22,26.5
143,措备,2019-04-06,15.6,23.8,25.6
143,措备,2019-04-07,13.1,18.5,57.1
143,措备,2019-04-08,13.1,21.4,44
143,措备,2019-04-09,9.1,15.7,59.3
143,措备,2019-04-10,7.9,10,78.5
143,措备,2019-04-11,10.5,15.1,64.1
143,措备,2019-04-12,12.8,19.6,49.8
143,措备,2019-04-13,13.3,20.5,45.3
143,措备,2019-04-14,12.5,16.6,44.4
143,措备,2019-04-15,14.2,22.1,28.3
143,措备,2019-04-16,17,25.3,26.1
143,措备,2019-04-17,18,24.5,33.8
143,措备,2019-04-18,19,27.1,45.4
143,措备,2019-04-19,12,17.5,59.3
143,措备,2019-04-20,17.1,24.5,48.6
143,措备,2019-04-21,19.4,25.3,52.6
143,措备,2019-04-22,17.5,25.5,59.9
143,措备,2019-04-23,16,22.2,73
143,措备,2019-04-24,18.1,22,86.4
143,措备,2019-04-25,14.1,19,67.8
143,措备,2019-04-26,10.1,12.3,89.1
143,措备,2019-04-27,12.6,18,56.5
143,措备,2019-04-28,13.4,18.9,56
143,措备,2019-04-29,10.8,12,88.8
143,措备,2019-04-30,14.6,19.6,82.6
143,措备,2019-05-01,17.9,24.4,54.3
143,措备,2019-05-02,19,26.3,39.4
143,措备,2019-05-03,19.3,28.7,40.5
143,措备,2019-05-04,20.3,29.5,49
143,措备,2019-05-05,21.6,29.4,41.5
143,措备,2019-05-06,15.1,21.5,49.1
143,措备,2019-05-07,15.6,22.5,42.6
143,措备,2019-05-08,17.8,24.8,31.5
143,措备,2019-05-09,20.1,26,24.9
143,措备,2019-05-10,21.1,28.9,28.5
143,措备,2019-05-11,21.6,30,36.5
143,措备,2019-05-12,18.5,26,48.4
143,措备,2019-05-13,19.6,27.3,55.4
143,措备,2019-05-14,22.8,28.7,55.1
143,措备,2019-05-15,22.7,30.2,56.3
143,措备,2019-05-16,23.2,29.8,48.5
143,措备,2019-05-17,22.5,28.9,45.1
143,措备,2019-05-18,18.1,22,83.6
143,措备,2019-05-19,19.6,23.3,82.4
143,措备,2019-05-20,18.8,22.4,56.9
143,措备,2019-05-21,18.6,26.1,35.6
143,措备,2019-05-22,21.4,30,33.5
143,措备,2019-05-23,23.2,31.3,39.5
143,措备,2019-05-24,25.5,34.5,43.6
143,措备,2019-05-25,25.9,32.2,38.4
143,措备,2019-05-26,25.5,33.5,37.3
143,措备,2019-05-27,21,23.7,75.9
143,措备,2019-05-28,19.5,23.7,43
143,措备,2019-05-29,22.5,30.5,35.5
143,措备,2019-05-30,23.2,31,32.8
143,措备,2019-05-31,19.9,26.4,58
143,措备,2019-06-01,21.3,27.2,46.5
143,措备,2019-06-02,23.2,30.3,46.1
143,措备,2019-06-03,25.4,33,44.8
143,措备,2019-06-04,27.1,34.3,46.4
143,措备,2019-06-05,27.4,35.7,41.4
143,措备,2019-06-06,24.3,32.8,60.3
143,措备,2019-06-07,18.5,19.9,95.4
143,措备,2019-06-08,21.1,27.1,71.1
143,措备,2019-06-09,18.6,22.7,70.9
143,措备,2019-06-10,19,23.7,63.9
143,措备,2019-06-11,19.4,25.3,63.9
143,措备,2019-06-12,21.1,27.6,60.5
143,措备,2019-06-13,22.9,30.3,55.3
143,措备,2019-06-14,20.2,23.6,68.6
143,措备,2019-06-15,21.3,29.5,75
143,措备,2019-06-16,20.8,28.2,71.4
143,措备,2019-06-17,24,30,57.1
143,措备,2019-06-18,24.1,30.6,60.1
143,措备,2019-06-19,24.6,29.2,60.1
143,措备,2019-06-20,26.8,33.2,54
143,措备,2019-06-21,25.5,33.6,62.4
143,措备,2019-06-22,21.5,26.7,62.4
143,措备,2019-06-23,21.5,26.6,61.4
143,措备,2019-06-24,23.1,30.2,62.4
143,措备,2019-06-25,25,32.4,61.8
143,措备,2019-06-26,19.7,22.3,91.5
143,措备,2019-06-27,24.4,29.7,87.4
143,措备,2019-06-28,23.6,27.1,86.5
143,措备,2019-06-29,21.5,22.5,95.4
143,措备,2019-06-30,25.7,30.9,74.8
143,措备,2019-07-01,24.3,27.6,77.6
143,措备,2019-07-02,25.2,31.2,61.3
143,措备,2019-07-03,24.8,29.6,67.1
143,措备,2019-07-04,26.4,32.6,59.9
143,措备,2019-07-05,26.4,32.8,61.9
143,措备,2019-07-06,24,29.1,69.5
143,措备,2019-07-07,22.9,26.7,65.3
143,措备,2019-07-08,22.3,27,68.8
143,措备,2019-07-09,21.6,24.7,73.3
143,措备,2019-07-10,21.4,23.3,86.9
143,措备,2019-07-11,24.4,29.2,82.4
143,措备,2019-07-12,25.3,30,64.6
143,措备,2019-07-13,24.4,28.8,72.8
143,措备,2019-07-14,24.6,29.4,73.9
143,措备,2019-07-15,23.2,27.1,82.3
143,措备,2019-07-16,24.6,29.7,78.8
143,措备,2019-07-17,25,29.4,75
143,措备,2019-07-18,24.1,27.6,85.8
143,措备,2019-07-19,24.2,26.6,96.3
143,措备,2019-07-20,24.6,25.8,98.3
143,措备,2019-07-21,25.7,29.3,91.5
143,措备,2019-07-22,28.5,33.7,76.1
143,措备,2019-07-23,29.5,35,73.6
143,措备,2019-07-24,28.1,31.5,74.5
143,措备,2019-07-25,27.5,30,87.5
143,措备,2019-07-26,29.1,32.8,74.5
143,措备,2019-07-27,28.1,30.3,84.6
143,措备,2019-07-28,29.3,33.4,72.9
143,措备,2019-07-29,29.4,34.6,69.9
143,措备,2019-07-30,30.4,36,67.1
143,措备,2019-07-31,31,36,64.5
143,措备,2019-08-01,31.1,35.6,65.3
143,措备,2019-08-02,31.6,36.9,64.6
143,措备,2019-08-03,29.5,35.9,68.6
143,措备,2019-08-04,30.3,35.9,67.1
143,措备,2019-08-05,29.9,36.2,64.1
143,措备,2019-08-06,26.3,30.6,82.1
143,措备,2019-08-07,28.4,35.4,80.3
143,措备,2019-08-08,28.7,36.1,76
143,措备,2019-08-09,29.8,35.4,72.5
143,措备,2019-08-10,28.8,33.4,73.9
143,措备,2019-08-11,29.7,33.7,66
143,措备,2019-08-12,30,34.6,68.8
143,措备,2019-08-13,29.4,35.4,72.3
143,措备,2019-08-14,29.1,33,72
143,措备,2019-08-15,27.3,30.2,87.6
143,措备,2019-08-16,28.7,33,68.5
143,措备,2019-08-17,28.9,35.1,62.5
143,措备,2019-08-18,28.5,33.7,60.5
143,措备,2019-08-19,26.9,31.8,72.9
143,措备,2019-08-20,26.9,30.3,68
143,措备,2019-08-21,26,28.7,84.9
143,措备,2019-08-22,26.2,30.5,87.5
143,措备,2019-08-23,26.4,30.6,62.8
143,措备,2019-08-24,23.4,28.3,74.9
143,措备,2019-08-25,24.8,30.5,71.6
143,措备,2019-08-26,25.4,31.4,71.8
143,措备,2019-08-27,22.5,24.1,95.1
143,措备,2019-08-28,23.6,26.7,94.4
143,措备,2019-08-29,23.3,25.4,94.1
143,措备,2019-08-30,24.5,30.3,72.9
143,措备,2019-08-31,23.9,29.5,72.3
143,措备,2019-09-01,21.9,26.6,89.9
143,措备,2019-09-02,20.8,22.4,97.1
143,措备,2019-09-03,21.6,24.6,95.9
143,措备,2019-09-04,24.1,26.9,91.4
143,措备,2019-09-05,25.5,31.4,87.5
143,措备,2019-09-06,26.7,30,81.3
143,措备,2019-09-07,27.1,29.3,74.3
143,措备,2019-09-08,26,30.3,76.5
143,措备,2019-09-09,26.8,32,79.3
143,措备,2019-09-10,27.4,32.5,70.8
143,措备,2019-09-11,25.3,31.4,74.6
143,措备,2019-09-12,20.2,22.9,87.8
143,措备,2019-09-13,21.5,25.7,75.5
143,措备,2019-09-14,23,28.9,73.3
143,措备,2019-09-15,23.9,28.4,74.5
143,措备,2019-09-16,21.9,27.7,66.8
143,措备,2019-09-17,21,26.7,65.4
143,措备,2019-09-18,22.5,29.6,61.6
143,措备,2019-09-19,20.9,25.4,61.6
143,措备,2019-09-20,19.8,23.3,69.6
143,措备,2019-09-21,18.5,21.2,91.5
143,措备,2019-09-22,18.1,19.5,91.3
143,措备,2019-09-23,19.1,21.4,74.5
143,措备,2019-09-24,19.1,26.5,71.1
143,措备,2019-09-25,19,24.6,73.3
143,措备,2019-09-26,21.6,27.1,76.6
143,措备,2019-09-27,22.2,26.8,80.8
143,措备,2019-09-28,23.2,26.8,88.1
143,措备,2019-09-29,24.9,29.8,75.3
143,措备,2019-09-30,23.6,30.1,79.3
143,措备,2019-10-01,22.8,25.1,91.3
143,措备,2019-10-02,21.8,23.5,98.3
143,措备,2019-10-03,23.2,27.4,80.1
143,措备,2019-10-04,22.1,28.6,80.5
143,措备,2019-10-05,21.4,26.1,73.9
143,措备,2019-10-06,17.5,20.6,62.1
143,措备,2019-10-07,15.4,17.9,92.9
143,措备,2019-10-08,18,23.5,59.3
143,措备,2019-10-09,14.8,22.5,53.5
143,措备,2019-10-10,16.4,24.1,64.5
143,措备,2019-10-11,18.9,25.1,64.1
143,措备,2019-10-12,19.2,24.3,53.8
143,措备,2019-10-13,16,21.5,63.6
143,措备,2019-10-14,16.6,22.8,66.4
