瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥绊扁柯(∑C),乞闭 惑措嚼档(%)
143,措备,2016-09-10,23,27.1,80
143,措备,2016-09-11,23.3,27.1,77
143,措备,2016-09-12,20.4,22.8,89.5
143,措备,2016-09-13,22.2,28.1,76.1
143,措备,2016-09-14,23.1,28.2,75.3
143,措备,2016-09-15,23.6,28.6,77.3
143,措备,2016-09-16,22.3,24.9,88
143,措备,2016-09-17,19.7,21,95
143,措备,2016-09-18,19.5,21.4,89.5
143,措备,2016-09-19,20.3,23.3,70
143,措备,2016-09-20,19.6,23.8,54.8
143,措备,2016-09-21,18.7,23.5,70
143,措备,2016-09-22,19.5,23.9,75.5
143,措备,2016-09-23,21,26.8,72.4
143,措备,2016-09-24,21.5,28,71.3
143,措备,2016-09-25,21.2,26.9,75.3
143,措备,2016-09-26,21.9,25.9,83.6
143,措备,2016-09-27,24.6,29.8,83.1
143,措备,2016-09-28,22.4,25.8,86.1
143,措备,2016-09-29,18.6,20.6,77.3
143,措备,2016-09-30,17.1,18.4,91.4
143,措备,2016-10-01,19.6,21.8,88.8
143,措备,2016-10-02,22.1,26.7,82.5
143,措备,2016-10-03,24.3,27.6,83.9
143,措备,2016-10-04,21.7,25.6,77.5
143,措备,2016-10-05,19.7,23.4,85.3
143,措备,2016-10-06,20.4,25.4,75.1
143,措备,2016-10-07,18.7,23.5,78.3
143,措备,2016-10-08,18,20.8,78.8
143,措备,2016-10-09,14.6,19,52.9
143,措备,2016-10-10,14.8,19.7,69.9
143,措备,2016-10-11,15.3,20.5,74.8
143,措备,2016-10-12,16.5,22.7,70.1
143,措备,2016-10-13,16.1,20.9,72.1
143,措备,2016-10-14,15.8,22.9,73.3
143,措备,2016-10-15,16.6,23.5,76.3
143,措备,2016-10-16,15,16.8,92.9
143,措备,2016-10-17,18.7,24.3,80.5
143,措备,2016-10-18,17,23.6,82.5
143,措备,2016-10-19,17.4,23.5,80.6
143,措备,2016-10-20,17.6,22.9,76.4
143,措备,2016-10-21,16.5,17.9,71.4
143,措备,2016-10-22,17,20.8,75.3
143,措备,2016-10-23,14.9,16.9,70
143,措备,2016-10-24,14.7,19.4,65.3
143,措备,2016-10-25,15.6,20.5,81.6
143,措备,2016-10-26,14.9,20.1,76.3
143,措备,2016-10-27,14.9,19.7,74.9
143,措备,2016-10-28,14.7,15.9,83.6
143,措备,2016-10-29,13,15.6,68.3
143,措备,2016-10-30,9.8,16.4,45.9
143,措备,2016-10-31,9.5,11.8,65.3
143,措备,2016-11-01,6.5,10.7,38.4
143,措备,2016-11-02,6.8,12.4,39.9
143,措备,2016-11-03,7.6,14.6,71.1
143,措备,2016-11-04,9.3,18,69.4
143,措备,2016-11-05,12,20.3,75.3
143,措备,2016-11-06,12.3,14.5,78.3
143,措备,2016-11-07,12.9,17.4,75.5
143,措备,2016-11-08,10.6,13.5,51.6
143,措备,2016-11-09,6,12,53.8
143,措备,2016-11-10,9.4,14.2,68.8
143,措备,2016-11-11,10.2,15.9,66
143,措备,2016-11-12,10.2,18.7,69.4
143,措备,2016-11-13,11.1,17.8,78.6
143,措备,2016-11-14,14.4,20.4,83.3
143,措备,2016-11-15,12.2,17,42.4
143,措备,2016-11-16,9.1,16.1,41.9
143,措备,2016-11-17,10.2,15.5,55.4
143,措备,2016-11-18,10.4,16.5,82.1
143,措备,2016-11-19,13.9,18.3,86.9
143,措备,2016-11-20,14.2,19.6,70.5
143,措备,2016-11-21,12.5,16.8,77.8
143,措备,2016-11-22,7.9,11.3,56
143,措备,2016-11-23,5.6,10.1,31.5
143,措备,2016-11-24,1.8,5.8,31.3
143,措备,2016-11-25,3.5,8.2,43.5
143,措备,2016-11-26,.7,4.7,80.4
143,措备,2016-11-27,4,9,82.3
143,措备,2016-11-28,4.7,9,55.4
143,措备,2016-11-29,5,10.2,42.3
143,措备,2016-11-30,7.7,10.6,68.9
143,措备,2016-12-01,7.4,11.8,56
143,措备,2016-12-02,5.8,10.9,29.8
143,措备,2016-12-03,4.9,12.3,53.5
143,措备,2016-12-04,4.8,9.8,67.6
143,措备,2016-12-05,7.8,15.4,63.4
143,措备,2016-12-06,3.3,8.3,37.5
143,措备,2016-12-07,.5,5.1,56.4
143,措备,2016-12-08,3.8,10.4,62.6
143,措备,2016-12-09,6.3,10.4,48.1
143,措备,2016-12-10,3.1,8.7,36.6
143,措备,2016-12-11,1.3,8.2,43.5
143,措备,2016-12-12,3.8,10.5,56.5
143,措备,2016-12-13,6.5,10.1,65.9
143,措备,2016-12-14,4,6.7,63.9
143,措备,2016-12-15,.8,3.9,43.3
143,措备,2016-12-16,-.6,3.2,32.3
143,措备,2016-12-17,3.4,10.5,57.9
143,措备,2016-12-18,4,10.5,68.8
143,措备,2016-12-19,5.7,7.5,84.3
143,措备,2016-12-20,8.1,12.6,87.1
143,措备,2016-12-21,6.8,11,96.4
143,措备,2016-12-22,11.4,16.6,70.5
143,措备,2016-12-23,3.3,6.1,57.1
143,措备,2016-12-24,1.3,5,60.4
143,措备,2016-12-25,4,10.1,72.6
143,措备,2016-12-26,5.4,6.4,88.8
143,措备,2016-12-27,2.8,6.5,53.8
143,措备,2016-12-28,.3,6.1,46.3
143,措备,2016-12-29,.3,3.2,37.5
143,措备,2016-12-30,.8,5.5,38.8
143,措备,2016-12-31,2.3,7.9,68.6
143,措备,2017-01-01,3.4,10,73.3
143,措备,2017-01-02,5.3,12.3,73.4
143,措备,2017-01-03,5.2,10.9,49.8
143,措备,2017-01-04,3.9,11.2,66
143,措备,2017-01-05,3.4,7.6,80
143,措备,2017-01-06,4.9,8.4,71.9
143,措备,2017-01-07,3.3,8.1,75.9
143,措备,2017-01-08,7.4,13,70.1
143,措备,2017-01-09,6.2,9.4,49.8
143,措备,2017-01-10,1.7,5.5,45
143,措备,2017-01-11,-.7,3.3,37.6
143,措备,2017-01-12,1.2,8.2,50.6
143,措备,2017-01-13,-.6,4.7,40.6
143,措备,2017-01-14,-4.3,-.7,35.1
143,措备,2017-01-15,-3.3,2.8,26.1
143,措备,2017-01-16,-1.4,5.6,41.8
143,措备,2017-01-17,-1,7.1,49.4
143,措备,2017-01-18,2.1,6.6,48.6
143,措备,2017-01-19,1.2,8.3,67.3
143,措备,2017-01-20,-.7,1.8,61.3
143,措备,2017-01-21,-1.3,3.3,55.6
143,措备,2017-01-22,-2.7,-.4,55.3
143,措备,2017-01-23,-4.4,-.5,43.1
143,措备,2017-01-24,-2.6,2.4,41
143,措备,2017-01-25,-2.2,4.4,43.8
143,措备,2017-01-26,-.3,8.1,41
143,措备,2017-01-27,3.7,7.9,28.5
143,措备,2017-01-28,2,9.7,31.4
143,措备,2017-01-29,3.9,6.3,53.5
143,措备,2017-01-30,.8,4.8,47.8
143,措备,2017-01-31,-.6,6.6,39.1
143,措备,2017-02-01,.8,5.5,31.4
143,措备,2017-02-02,1.3,7.8,24.9
143,措备,2017-02-03,4.3,9.7,42.6
143,措备,2017-02-04,6.5,13.2,36.4
143,措备,2017-02-05,6.1,12,66.8
143,措备,2017-02-06,2.4,6.2,40
143,措备,2017-02-07,1.8,8.1,47.9
143,措备,2017-02-08,2.4,7.9,49.9
143,措备,2017-02-09,-1,2.5,38.6
143,措备,2017-02-10,-3,.5,39.4
143,措备,2017-02-11,-2.1,2.4,41.9
143,措备,2017-02-12,.7,6.5,42.1
143,措备,2017-02-13,2.6,8.2,53.5
143,措备,2017-02-14,2.7,8.4,54.8
143,措备,2017-02-15,4,12.9,38.4
143,措备,2017-02-16,8.9,17.1,46.5
143,措备,2017-02-17,9.3,14.1,40.9
143,措备,2017-02-18,1.3,5.4,27.4
143,措备,2017-02-19,4.5,12.3,49.4
143,措备,2017-02-20,5.2,9.5,52.3
143,措备,2017-02-21,2.7,9.7,50.1
143,措备,2017-02-22,3.5,4.9,85.6
143,措备,2017-02-23,2.4,5.3,50.5
143,措备,2017-02-24,1.7,7.1,35.4
143,措备,2017-02-25,4.1,10.3,41.6
143,措备,2017-02-26,4.8,11,51.4
143,措备,2017-02-27,5.3,12.8,67.1
143,措备,2017-02-28,7.1,13.9,52
143,措备,2017-03-01,7.5,13.7,50
143,措备,2017-03-02,5.2,8.7,61.6
143,措备,2017-03-03,6.2,13.3,36.4
143,措备,2017-03-04,8.2,15.8,44.4
143,措备,2017-03-05,8.3,15.9,45.3
143,措备,2017-03-06,4.7,9.1,32.9
143,措备,2017-03-07,1.3,5.3,37.5
143,措备,2017-03-08,2.2,6.5,40.5
143,措备,2017-03-09,6.6,13.1,31.8
143,措备,2017-03-10,7.3,13.6,28.9
143,措备,2017-03-11,7.9,16.8,39
143,措备,2017-03-12,10.8,18.7,36.6
143,措备,2017-03-13,10.1,16.3,44.4
143,措备,2017-03-14,8.3,14,52.9
143,措备,2017-03-15,6.6,13,51.6
143,措备,2017-03-16,8.7,14.3,46.4
143,措备,2017-03-17,9.4,16.8,33
143,措备,2017-03-18,10.3,17.5,38
143,措备,2017-03-19,10.4,18.6,39.9
143,措备,2017-03-20,8.1,15,74.3
143,措备,2017-03-21,8.9,15.3,64
143,措备,2017-03-22,8.9,15.5,44.5
143,措备,2017-03-23,11.4,17.1,37.3
143,措备,2017-03-24,9.7,14.3,49.4
143,措备,2017-03-25,6.3,10.4,85.3
143,措备,2017-03-26,6.5,11.4,80.6
143,措备,2017-03-27,6.4,10.7,67.1
143,措备,2017-03-28,8.8,15.3,52.3
143,措备,2017-03-29,9.8,15.2,70.8
143,措备,2017-03-30,11.9,20.2,58
143,措备,2017-03-31,9.3,11,71
143,措备,2017-04-01,7.6,11,81.6
143,措备,2017-04-02,9.2,15.8,55.6
143,措备,2017-04-03,13.9,21.9,31.4
143,措备,2017-04-04,15.4,23.2,40.4
143,措备,2017-04-05,14.6,17.2,69
143,措备,2017-04-06,16.9,21,82
143,措备,2017-04-07,15.8,22.6,66.6
143,措备,2017-04-08,18.7,27.2,53
143,措备,2017-04-09,13.3,17.1,59.9
143,措备,2017-04-10,12,16.4,59.8
143,措备,2017-04-11,13,19,69.9
143,措备,2017-04-12,14.6,19.4,23.8
143,措备,2017-04-13,15.6,23.4,31.9
143,措备,2017-04-14,16.2,22.7,49.4
143,措备,2017-04-15,20.6,27.5,42.3
143,措备,2017-04-16,20.6,29,38.3
143,措备,2017-04-17,13.7,17.8,83.3
143,措备,2017-04-18,15.6,24.3,66.4
143,措备,2017-04-19,15.8,21.2,34.5
143,措备,2017-04-20,13.9,19.6,56.5
143,措备,2017-04-21,14.7,21.3,61.6
143,措备,2017-04-22,13.9,21.4,65.3
143,措备,2017-04-23,15.9,23.7,52.6
143,措备,2017-04-24,17.1,25.2,48.8
143,措备,2017-04-25,19.5,24.4,58.6
143,措备,2017-04-26,16,20.9,58.6
143,措备,2017-04-27,15.4,20.5,29.3
143,措备,2017-04-28,17.7,26.3,29.6
143,措备,2017-04-29,19.7,27.9,31.8
143,措备,2017-04-30,23.5,31.1,35.9
143,措备,2017-05-01,18.5,23.3,42.6
143,措备,2017-05-02,16.7,24.7,47.1
143,措备,2017-05-03,19.3,28.5,42.8
143,措备,2017-05-04,20.3,28.4,51.3
143,措备,2017-05-05,20.6,26.5,76.5
143,措备,2017-05-06,19.2,25.1,32.9
143,措备,2017-05-07,20.1,28.1,30.8
143,措备,2017-05-08,20.5,27.6,36.8
143,措备,2017-05-09,15.4,19.6,83.9
143,措备,2017-05-10,16.3,21.2,82
143,措备,2017-05-11,20,27.7,68
143,措备,2017-05-12,18,20.3,81.3
143,措备,2017-05-13,20.2,27.7,61.4
143,措备,2017-05-14,19.7,25.9,36
143,措备,2017-05-15,19,24.6,38.6
143,措备,2017-05-16,18.8,23.9,54.5
143,措备,2017-05-17,19.4,26,62.4
143,措备,2017-05-18,22.4,29.2,50
143,措备,2017-05-19,25.1,31.7,31.6
143,措备,2017-05-20,25.3,31.7,30.6
143,措备,2017-05-21,24.1,30.2,43.4
143,措备,2017-05-22,22.3,31,56
143,措备,2017-05-23,21.8,28.1,61.1
143,措备,2017-05-24,21.2,26.3,74
143,措备,2017-05-25,23.6,32.1,48
143,措备,2017-05-26,17.9,24,49.1
143,措备,2017-05-27,19.3,27.7,56.6
143,措备,2017-05-28,22.7,30.9,53
143,措备,2017-05-29,27.5,35.9,40.9
143,措备,2017-05-30,26.3,33.3,43.1
143,措备,2017-05-31,24.6,30.7,54
143,措备,2017-06-01,23.8,32.6,64.6
143,措备,2017-06-02,20.2,28.8,54
143,措备,2017-06-03,20.7,27.3,49.5
143,措备,2017-06-04,20.7,29.1,46.8
143,措备,2017-06-05,19.6,26.8,55.4
143,措备,2017-06-06,17.9,21.8,77.4
143,措备,2017-06-07,21.3,26.5,76.4
143,措备,2017-06-08,22.6,27.9,51
143,措备,2017-06-09,25.6,33,42.1
143,措备,2017-06-10,22.5,28.9,47.3
143,措备,2017-06-11,21.1,28.9,48.3
143,措备,2017-06-12,19.2,23.8,62.3
143,措备,2017-06-13,20.5,27.7,63.8
143,措备,2017-06-14,22.6,29.2,59.1
143,措备,2017-06-15,25.8,32.7,42.1
143,措备,2017-06-16,22.1,28,65.9
143,措备,2017-06-17,23.5,32.4,62
143,措备,2017-06-18,26.1,35.7,56.4
143,措备,2017-06-19,28.6,36.3,45.8
143,措备,2017-06-20,25,30.5,57.4
143,措备,2017-06-21,24.2,32.2,68.1
143,措备,2017-06-22,26,33.2,56.1
143,措备,2017-06-23,26.6,33.8,55.5
143,措备,2017-06-24,25.8,33.2,56.3
143,措备,2017-06-25,23.5,29.7,73.4
143,措备,2017-06-26,21.9,26.8,86.5
143,措备,2017-06-27,23.9,28.5,73
143,措备,2017-06-28,25.9,32.7,63.6
143,措备,2017-06-29,25.2,29.6,70.3
143,措备,2017-06-30,27.1,32.7,68
143,措备,2017-07-01,27.5,30.5,72.5
143,措备,2017-07-02,27.4,31.1,78.5
143,措备,2017-07-03,28.7,34.3,70.6
143,措备,2017-07-04,26.4,32.1,81.9
143,措备,2017-07-05,27.4,33.1,70.5
143,措备,2017-07-06,26.9,32.8,76.9
143,措备,2017-07-07,26.8,29.2,81.6
143,措备,2017-07-08,26.8,29.7,84.6
143,措备,2017-07-09,29.3,35.4,72.9
143,措备,2017-07-10,29.5,32.6,69.4
143,措备,2017-07-11,29.7,34,62.5
143,措备,2017-07-12,30.6,35.9,56.6
143,措备,2017-07-13,30.8,37.2,55.5
143,措备,2017-07-14,28.2,35.8,71.3
143,措备,2017-07-15,26.3,30.9,84.3
143,措备,2017-07-16,28.7,34.5,74
143,措备,2017-07-17,27,33,77.9
143,措备,2017-07-18,27.6,32,75.6
143,措备,2017-07-19,29.6,35.2,66.9
143,措备,2017-07-20,30.8,35.6,64.5
143,措备,2017-07-21,31.8,36.6,64.9
143,措备,2017-07-22,28.8,38.4,77.1
143,措备,2017-07-23,27.7,31.9,81.3
143,措备,2017-07-24,28.5,35.9,85.3
143,措备,2017-07-25,25.9,27.9,88.4
143,措备,2017-07-26,25.4,30.1,66.3
143,措备,2017-07-27,26.4,33.9,61.3
143,措备,2017-07-28,28.2,35.4,65.4
143,措备,2017-07-29,23.3,26.2,91.3
143,措备,2017-07-30,26.3,30.9,81.4
143,措备,2017-07-31,24.8,26.1,95
143,措备,2017-08-01,26.9,32.8,80.3
143,措备,2017-08-02,26.4,31.3,76.6
143,措备,2017-08-03,26.9,32.1,74.3
143,措备,2017-08-04,29.3,35.6,72.8
143,措备,2017-08-05,30.1,36.5,72.5
143,措备,2017-08-06,30.9,37,65.9
143,措备,2017-08-07,30.9,35.5,62.1
143,措备,2017-08-08,29.9,34.5,60.5
143,措备,2017-08-09,27,29.7,83.6
143,措备,2017-08-10,24.7,26.2,96.1
143,措备,2017-08-11,26,32.3,80.1
143,措备,2017-08-12,24.9,30.2,76.9
143,措备,2017-08-13,23.6,26.7,81.4
143,措备,2017-08-14,22.4,24.2,95
143,措备,2017-08-15,23.5,25.2,95
143,措备,2017-08-16,25.2,30.4,87.3
143,措备,2017-08-17,25.1,30.3,83
143,措备,2017-08-18,25.5,31.1,82.3
143,措备,2017-08-19,25.1,30.2,87.6
143,措备,2017-08-20,25.5,29.3,88.4
143,措备,2017-08-21,26.1,32,91.5
143,措备,2017-08-22,27.5,33.5,85.1
143,措备,2017-08-23,30.4,35.9,73.1
143,措备,2017-08-24,31,35.5,66.4
143,措备,2017-08-25,28.6,33.7,61
143,措备,2017-08-26,25.5,31.4,50
143,措备,2017-08-27,23.7,31,61.1
143,措备,2017-08-28,26,32.3,66.6
143,措备,2017-08-29,26.1,30.9,53.4
143,措备,2017-08-30,21.9,25.6,49.9
143,措备,2017-08-31,21.9,29.1,62.6
143,措备,2017-09-01,21.2,27.1,62.1
143,措备,2017-09-02,20.6,26.5,66
143,措备,2017-09-03,21.5,27.9,65.9
143,措备,2017-09-04,22.3,28,71.1
143,措备,2017-09-05,21.4,24.8,86.4
143,措备,2017-09-06,21.3,25.3,89.8
143,措备,2017-09-07,22.5,28.3,74.9
143,措备,2017-09-08,23.6,29.8,70.6
143,措备,2017-09-09,23.6,30.4,68
143,措备,2017-09-10,23.1,29.1,75.3
143,措备,2017-09-11,20.9,22.7,93
143,措备,2017-09-12,24.4,30,62.9
143,措备,2017-09-13,22.7,28.2,51.6
143,措备,2017-09-14,21.3,27.2,68
143,措备,2017-09-15,21,24.7,59.5
143,措备,2017-09-16,21.6,24.8,64
143,措备,2017-09-17,21.8,25.6,76.8
143,措备,2017-09-18,22.3,29.1,64.5
143,措备,2017-09-19,23.5,29.2,61.3
143,措备,2017-09-20,21.6,25.3,53.1
143,措备,2017-09-21,19.7,27.1,65.3
143,措备,2017-09-22,20.9,28,66.1
143,措备,2017-09-23,21.6,27.4,66.3
143,措备,2017-09-24,22.1,28.9,71.5
143,措备,2017-09-25,22.9,29.4,66.3
143,措备,2017-09-26,22.4,28.7,70.6
143,措备,2017-09-27,18.1,21.5,95.4
143,措备,2017-09-28,20.8,26.7,64.3
143,措备,2017-09-29,17.4,22.2,38.9
143,措备,2017-09-30,17.4,26.5,63.3
143,措备,2017-10-01,16,19.4,83
143,措备,2017-10-02,20.2,23.6,90.6
143,措备,2017-10-03,19.5,24.2,79.1
143,措备,2017-10-04,17.9,21.6,68
143,措备,2017-10-05,16.5,20.2,72.3
143,措备,2017-10-06,16,17.9,93.8
143,措备,2017-10-07,20,23.9,84.1
143,措备,2017-10-08,21.3,27.7,76.9
143,措备,2017-10-09,22.5,29.1,74
143,措备,2017-10-10,22.7,28.3,75
143,措备,2017-10-11,20.3,23.6,78.1
143,措备,2017-10-12,14.8,17.4,87.1
143,措备,2017-10-13,15.4,20.1,53.8
143,措备,2017-10-14,15.3,21,58
143,措备,2017-10-15,15.5,19,70.3
143,措备,2017-10-16,15.8,19.6,71.6
143,措备,2017-10-17,15.6,21.3,75.9
143,措备,2017-10-18,16.3,19.6,61.8
143,措备,2017-10-19,15.5,20.5,75.8
143,措备,2017-10-20,15.6,21.9,75.3
143,措备,2017-10-21,15.3,22.2,71.4
143,措备,2017-10-22,16.8,21.8,56.3
143,措备,2017-10-23,14.4,18.9,49.3
143,措备,2017-10-24,12.5,17.5,70.4
143,措备,2017-10-25,12.5,20.2,72.4
143,措备,2017-10-26,12.5,19.3,74.5
143,措备,2017-10-27,15.2,22.2,73.6
143,措备,2017-10-28,15.8,20.7,77.9
143,措备,2017-10-29,14.7,21.5,59.1
143,措备,2017-10-30,9.7,14.8,31.4
143,措备,2017-10-31,9.5,18.3,51.4
143,措备,2017-11-01,12.1,19.6,61
143,措备,2017-11-02,13.6,20.9,70
143,措备,2017-11-03,13.2,20.4,68.4
143,措备,2017-11-04,9.5,14.8,51.5
143,措备,2017-11-05,9.1,16.4,55.6
143,措备,2017-11-06,10,18.2,60.1
143,措备,2017-11-07,12.9,20.9,68.4
143,措备,2017-11-08,15.4,21.4,51.4
143,措备,2017-11-09,10.6,18.9,54.3
143,措备,2017-11-10,13,22.2,59
143,措备,2017-11-11,7.9,13,37.8
143,措备,2017-11-12,6.5,14.7,50.9
143,措备,2017-11-13,8.6,15.7,51.4
143,措备,2017-11-14,10.6,15.8,42.4
143,措备,2017-11-15,7,11.7,42.1
143,措备,2017-11-16,4.9,10.3,40.5
143,措备,2017-11-17,5.6,11.4,49.1
143,措备,2017-11-18,3.6,9.1,36.5
143,措备,2017-11-19,1.7,6.1,31.8
143,措备,2017-11-20,4.6,9,39.9
143,措备,2017-11-21,4.1,11.8,56.3
143,措备,2017-11-22,5.9,10.8,54
143,措备,2017-11-23,3.4,7.2,43
143,措备,2017-11-24,2.5,7.8,67
143,措备,2017-11-25,3.3,11.2,63.6
143,措备,2017-11-26,6.6,14,73.4
143,措备,2017-11-27,5.7,13.3,73.1
143,措备,2017-11-28,8.4,15.5,74.4
143,措备,2017-11-29,9.4,14.3,46.3
143,措备,2017-11-30,4.1,8.2,20.5
143,措备,2017-12-01,.2,4.4,29.9
143,措备,2017-12-02,1.7,8.4,44
143,措备,2017-12-03,4.1,12.8,59.9
143,措备,2017-12-04,3.2,8.2,52.1
143,措备,2017-12-05,-1.4,2.3,36
143,措备,2017-12-06,.1,7.1,56.3
143,措备,2017-12-07,2.2,7.6,60
143,措备,2017-12-08,-.3,2.8,33.9
143,措备,2017-12-09,1.7,7,53
143,措备,2017-12-10,4.1,11,62.6
143,措备,2017-12-11,-1.6,2.9,39.6
143,措备,2017-12-12,-4.8,-1,31.9
143,措备,2017-12-13,-3.3,1.8,25
143,措备,2017-12-14,-2.8,3.7,37.5
143,措备,2017-12-15,.6,6.5,34.1
143,措备,2017-12-16,-.2,3,37.9
143,措备,2017-12-17,-3.2,1.1,35.5
143,措备,2017-12-18,.3,7.7,49.4
143,措备,2017-12-19,.3,3,38
143,措备,2017-12-20,-.4,5.7,44.3
143,措备,2017-12-21,.7,7.8,45.1
143,措备,2017-12-22,1.9,9.5,55.8
143,措备,2017-12-23,2.3,10.8,66.5
143,措备,2017-12-24,3.1,5.9,75.5
143,措备,2017-12-25,1.6,4.3,37.5
143,措备,2017-12-26,1.1,5.6,39.8
143,措备,2017-12-27,-2.3,1.5,24.9
143,措备,2017-12-28,.5,4.7,37.6
143,措备,2017-12-29,5,9.1,58.6
143,措备,2017-12-30,3.4,8.3,70.1
143,措备,2017-12-31,3.6,6.4,43.1
143,措备,2018-01-01,1.3,5,36.1
143,措备,2018-01-02,1.5,7.7,50.6
143,措备,2018-01-03,.3,4,30
143,措备,2018-01-04,.6,4.8,38.5
143,措备,2018-01-05,2.1,6.5,36.5
143,措备,2018-01-06,1.1,6.9,42
143,措备,2018-01-07,-.5,3.5,54
143,措备,2018-01-08,2.2,4.6,80.6
143,措备,2018-01-09,-.1,3,56
143,措备,2018-01-10,-2.9,.5,55
143,措备,2018-01-11,-6.6,-3.3,45.4
143,措备,2018-01-12,-6.6,-3,38.9
143,措备,2018-01-13,-2.5,3.7,56
143,措备,2018-01-14,-.8,8,68.8
143,措备,2018-01-15,4.3,13.2,61.3
143,措备,2018-01-16,3.4,7,82.5
143,措备,2018-01-17,4.5,6.8,92.8
143,措备,2018-01-18,5.8,9.4,62.8
143,措备,2018-01-19,2.5,8.5,46
143,措备,2018-01-20,1.8,8.1,57.1
143,措备,2018-01-21,2.4,9.1,55.4
143,措备,2018-01-22,4.5,8.8,52.1
143,措备,2018-01-23,-4.7,3.7,35.3
143,措备,2018-01-24,-9.4,-6.1,29.1
143,措备,2018-01-25,-8.7,-4.4,31.9
143,措备,2018-01-26,-8.9,-3.9,31
143,措备,2018-01-27,-5.6,2.8,34.1
143,措备,2018-01-28,-1.1,3.3,27.9
143,措备,2018-01-29,-4.9,-1,34.9
143,措备,2018-01-30,-3.5,1.8,40.4
143,措备,2018-01-31,-.3,5.3,44
143,措备,2018-02-01,-.2,5.4,33.9
143,措备,2018-02-02,-1.5,5.2,36.9
143,措备,2018-02-03,-3.2,-.1,39.5
143,措备,2018-02-04,-6.4,-2.3,35.4
143,措备,2018-02-05,-6.2,-1.6,32.6
143,措备,2018-02-06,-6.7,-2.8,37
143,措备,2018-02-07,-5.3,.7,31.9
143,措备,2018-02-08,-3.1,5.3,35.8
143,措备,2018-02-09,2.3,10.6,42.3
143,措备,2018-02-10,3.3,8.7,41.5
143,措备,2018-02-11,-2.3,1.3,39.3
143,措备,2018-02-12,-2.7,1.8,53.3
143,措备,2018-02-13,.7,7,43.5
143,措备,2018-02-14,6.6,15,46.8
143,措备,2018-02-15,5,10.5,27.8
143,措备,2018-02-16,3,9.8,33.3
143,措备,2018-02-17,1.3,6,21.8
143,措备,2018-02-18,2.1,7.2,22.6
143,措备,2018-02-19,4.8,11.5,29.6
143,措备,2018-02-20,4.3,10.7,34.8
143,措备,2018-02-21,2.8,6.9,21.4
143,措备,2018-02-22,2.2,8.2,29.8
143,措备,2018-02-23,4.3,11.5,48.9
143,措备,2018-02-24,6.4,12.2,53.5
143,措备,2018-02-25,6.3,12.2,58.5
