瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥绊扁柯(∑C),乞闭 惑措嚼档(%)
143,措备,2014-12-10,5.5,9.9,50.6
143,措备,2014-12-11,4.7,7.9,46.5
143,措备,2014-12-12,1.9,5.3,42.4
143,措备,2014-12-13,-.5,2.5,41
143,措备,2014-12-14,.4,4.6,38.4
143,措备,2014-12-15,3.3,6.3,47.9
143,措备,2014-12-16,.4,5.1,55.4
143,措备,2014-12-17,-4.7,-1.4,36
143,措备,2014-12-18,-2.8,2.5,28.9
143,措备,2014-12-19,-.8,3.6,43.8
143,措备,2014-12-20,1.8,6.1,49
143,措备,2014-12-21,-.9,3.4,37.6
143,措备,2014-12-22,.2,4.9,48
143,措备,2014-12-23,1.9,7.4,50.4
143,措备,2014-12-24,4.4,10.5,54.4
143,措备,2014-12-25,1.5,5.1,39.5
143,措备,2014-12-26,.1,5.9,38.5
143,措备,2014-12-27,.9,8.3,52.6
143,措备,2014-12-28,1.8,5.6,57.4
143,措备,2014-12-29,3.5,9.1,66.3
143,措备,2014-12-30,4.7,11.7,53
143,措备,2014-12-31,.5,4.1,64
143,措备,2015-01-01,-3.9,-.5,39.5
143,措备,2015-01-02,-2,1.5,44.5
143,措备,2015-01-03,-.3,5.2,43.1
143,措备,2015-01-04,2.9,10.8,59.6
143,措备,2015-01-05,4.4,10.1,71.1
143,措备,2015-01-06,3.9,7.2,51.6
143,措备,2015-01-07,-1.4,2.8,31
143,措备,2015-01-08,-.2,4.8,38
143,措备,2015-01-09,1.7,6,53.4
143,措备,2015-01-10,3.2,7.9,45.8
143,措备,2015-01-11,2,8.6,48.9
143,措备,2015-01-12,.7,7.2,44.5
143,措备,2015-01-13,2.3,9.1,56.4
143,措备,2015-01-14,4.1,6.4,57.6
143,措备,2015-01-15,5.7,11.3,53.1
143,措备,2015-01-16,3.1,8.2,64.6
143,措备,2015-01-17,1.4,5.2,35.3
143,措备,2015-01-18,2.3,7.7,39.3
143,措备,2015-01-19,4.1,6.9,61
143,措备,2015-01-20,3,8.9,52.3
143,措备,2015-01-21,3.6,5,81.5
143,措备,2015-01-22,4.5,6.1,90.5
143,措备,2015-01-23,3.6,8.5,76.5
143,措备,2015-01-24,4.2,9.9,63.4
143,措备,2015-01-25,3.3,6.4,78.8
143,措备,2015-01-26,7.1,11.8,90.8
143,措备,2015-01-27,3.3,7.3,50.4
143,措备,2015-01-28,-.2,4.7,52.5
143,措备,2015-01-29,2.2,5.5,84.5
143,措备,2015-01-30,2.1,6.2,52.4
143,措备,2015-01-31,-.6,4.5,39.8
143,措备,2015-02-01,.5,7.9,42.9
143,措备,2015-02-02,1.6,9.2,49.4
143,措备,2015-02-03,3.5,9.9,58.8
143,措备,2015-02-04,3.8,8.8,52
143,措备,2015-02-05,3.2,7.1,50.6
143,措备,2015-02-06,3.4,9.8,47.6
143,措备,2015-02-07,4.2,9.8,52
143,措备,2015-02-08,-2.2,4.6,33.5
143,措备,2015-02-09,-3,2.2,36.8
143,措备,2015-02-10,4.3,10.1,42.6
143,措备,2015-02-11,5.4,11.5,50.6
143,措备,2015-02-12,3,6.2,34
143,措备,2015-02-13,1.2,6.5,30.4
143,措备,2015-02-14,4.4,11.7,44.1
143,措备,2015-02-15,6.1,10.7,61
143,措备,2015-02-16,5.9,7.6,91.8
143,措备,2015-02-17,5,8.8,72
143,措备,2015-02-18,3.8,7.4,58.1
143,措备,2015-02-19,4.5,10.3,57.4
143,措备,2015-02-20,5.7,12.7,61.5
143,措备,2015-02-21,7.1,8.2,78.4
143,措备,2015-02-22,9.2,14.7,70.9
143,措备,2015-02-23,5.3,11.1,46.9
143,措备,2015-02-24,5.8,11.6,43.4
143,措备,2015-02-25,6.6,11.3,51.6
143,措备,2015-02-26,5.3,10.8,52.1
143,措备,2015-02-27,1.4,5.4,36.9
143,措备,2015-02-28,2.3,7.1,65.1
143,措备,2015-03-01,4.2,8.6,68.6
143,措备,2015-03-02,5.5,13,39.5
143,措备,2015-03-03,3.2,4.7,79.1
143,措备,2015-03-04,2,6.5,35.5
143,措备,2015-03-05,2.6,8.4,41.9
143,措备,2015-03-06,5.5,12.6,50
143,措备,2015-03-07,7.4,14.6,51
143,措备,2015-03-08,8,15.7,55.9
143,措备,2015-03-09,7.1,14.9,38.8
143,措备,2015-03-10,-.3,4.3,28.4
143,措备,2015-03-11,4.2,10,36
143,措备,2015-03-12,5.4,12.3,28.5
143,措备,2015-03-13,7,11.2,46.4
143,措备,2015-03-14,8,13.8,31.4
143,措备,2015-03-15,10.1,18.2,37.3
143,措备,2015-03-16,12.4,22.2,36.4
143,措备,2015-03-17,15.5,24.1,37
143,措备,2015-03-18,10.2,15.7,83.4
143,措备,2015-03-19,12.7,19.1,79.3
143,措备,2015-03-20,14.4,20.8,59.6
143,措备,2015-03-21,15.6,22.6,39.4
143,措备,2015-03-22,13.2,18.8,27.1
143,措备,2015-03-23,7.8,13.3,25.5
143,措备,2015-03-24,8,14.1,33.6
143,措备,2015-03-25,8.9,16,39.4
143,措备,2015-03-26,12.1,19.7,33.3
143,措备,2015-03-27,13.6,19.6,29
143,措备,2015-03-28,14.7,22.5,37.6
143,措备,2015-03-29,15.6,21.4,42.5
143,措备,2015-03-30,15.8,24.1,54.6
143,措备,2015-03-31,14.4,16.2,84.4
143,措备,2015-04-01,12.3,15.3,83.4
143,措备,2015-04-02,13.4,18.4,79.9
143,措备,2015-04-03,17.9,23.4,69.6
143,措备,2015-04-04,11,16.8,68.9
143,措备,2015-04-05,10.7,12.7,89.9
143,措备,2015-04-06,11.4,13,90.9
143,措备,2015-04-07,9,10.7,73.3
143,措备,2015-04-08,9,12.6,67.5
143,措备,2015-04-09,10.7,17.2,59.8
143,措备,2015-04-10,12.2,20.4,55.1
143,措备,2015-04-11,13.3,21.5,50.1
143,措备,2015-04-12,12,18.2,61.4
143,措备,2015-04-13,10.5,12.8,90.4
143,措备,2015-04-14,11.8,17.4,66.3
143,措备,2015-04-15,14.7,22.3,53.9
143,措备,2015-04-16,14.3,24.6,51.9
143,措备,2015-04-17,14.4,21.7,32.8
143,措备,2015-04-18,14.5,22.5,46.3
143,措备,2015-04-19,14.1,17.2,96.6
143,措备,2015-04-20,11.6,13.6,97.3
143,措备,2015-04-21,15.2,23.3,62.5
143,措备,2015-04-22,17.7,24.6,42.1
143,措备,2015-04-23,17.6,25.1,39.3
143,措备,2015-04-24,19.2,26.1,38.8
143,措备,2015-04-25,19.7,27,28
143,措备,2015-04-26,21.9,30,32.8
143,措备,2015-04-27,22,29.5,36.9
143,措备,2015-04-28,19.7,25.4,56.1
143,措备,2015-04-29,16,17.5,88.3
143,措备,2015-04-30,18.8,25.7,71.8
143,措备,2015-05-01,21.5,29.6,65.1
143,措备,2015-05-02,22.3,28,59.9
143,措备,2015-05-03,18.4,21.8,95.6
143,措备,2015-05-04,19.7,24.1,47
143,措备,2015-05-05,18.1,25.3,32.8
143,措备,2015-05-06,19,25.5,36.5
143,措备,2015-05-07,20.7,27.8,38.9
143,措备,2015-05-08,20.7,26,38.9
143,措备,2015-05-09,20.7,27.1,49.3
143,措备,2015-05-10,18,26.8,60.3
143,措备,2015-05-11,18.5,23.8,66.5
143,措备,2015-05-12,18.9,23.1,56.9
143,措备,2015-05-13,22.3,29.3,41.1
143,措备,2015-05-14,23,29.8,53.4
143,措备,2015-05-15,23.5,28.2,71
143,措备,2015-05-16,21,28.7,49.9
143,措备,2015-05-17,20.9,27.8,33.4
143,措备,2015-05-18,16,19.2,73.8
143,措备,2015-05-19,21.2,28.6,62.5
143,措备,2015-05-20,20,25.4,39.5
143,措备,2015-05-21,21.7,28.1,41.6
143,措备,2015-05-22,24,30.9,32.4
143,措备,2015-05-23,24.1,29.8,33.9
143,措备,2015-05-24,24.4,31.5,36.6
143,措备,2015-05-25,25.4,32.5,35.4
143,措备,2015-05-26,27.3,34.5,31.8
143,措备,2015-05-27,26.3,33.5,31.5
143,措备,2015-05-28,24.4,31.9,48.4
143,措备,2015-05-29,25.2,32.8,42.6
143,措备,2015-05-30,21.9,25.6,66
143,措备,2015-05-31,23.4,30.4,55
143,措备,2015-06-01,25.5,32.8,48.1
143,措备,2015-06-02,24.1,27.3,52.1
143,措备,2015-06-03,24.6,31,36.5
143,措备,2015-06-04,24.2,32.1,32.3
143,措备,2015-06-05,17.5,23.1,69.6
143,措备,2015-06-06,20,28.2,63.8
143,措备,2015-06-07,22.9,30.8,52.4
143,措备,2015-06-08,22.1,27.1,66.8
143,措备,2015-06-09,24.8,31.3,59.1
143,措备,2015-06-10,26.9,35,48.9
143,措备,2015-06-11,23.3,26.6,63.4
143,措备,2015-06-12,25.3,33.4,59.4
143,措备,2015-06-13,22.8,30.2,67.3
143,措备,2015-06-14,24.1,30.2,62.9
143,措备,2015-06-15,25.5,31.9,67.9
143,措备,2015-06-16,24.8,30.3,69.4
143,措备,2015-06-17,22.4,26,68
143,措备,2015-06-18,22.1,25.6,71.3
143,措备,2015-06-19,22,28.1,67.1
143,措备,2015-06-20,18.6,20.9,89.8
143,措备,2015-06-21,21.6,27.5,77
143,措备,2015-06-22,23.6,29.9,68.8
143,措备,2015-06-23,24.3,30.4,68.1
143,措备,2015-06-24,22.9,27.3,75
143,措备,2015-06-25,21.4,25.8,81.3
143,措备,2015-06-26,21.7,24.1,91.4
143,措备,2015-06-27,21.3,24.7,80.1
143,措备,2015-06-28,20.5,25.3,77.8
143,措备,2015-06-29,24.9,32.4,64.6
143,措备,2015-06-30,20.8,25.4,84.8
143,措备,2015-07-01,24,30.4,67.2
143,措备,2015-07-02,24.5,31.2,53.6
143,措备,2015-07-03,24,30.6,57.1
143,措备,2015-07-04,21.2,25.6,67.3
143,措备,2015-07-05,22.5,28.1,67.1
143,措备,2015-07-06,22,26.5,67.6
143,措备,2015-07-07,18.8,21.3,87.1
143,措备,2015-07-08,20.1,22.6,92.9
143,措备,2015-07-09,20.6,22.2,91.1
143,措备,2015-07-10,23.2,27.9,78.8
143,措备,2015-07-11,25.1,31.8,78.6
143,措备,2015-07-12,24.7,26.4,87.3
143,措备,2015-07-13,26.2,29,67
143,措备,2015-07-14,27.2,32.4,66.9
143,措备,2015-07-15,25.7,31.2,69.8
143,措备,2015-07-16,21.5,25.9,66.9
143,措备,2015-07-17,21.6,25.2,62.5
143,措备,2015-07-18,24.1,29,66
143,措备,2015-07-19,22.8,27.3,67.3
143,措备,2015-07-20,22.1,24.9,78.9
143,措备,2015-07-21,24.6,30.5,83
143,措备,2015-07-22,26.8,31.4,76.1
143,措备,2015-07-23,27.2,30.4,77.3
143,措备,2015-07-24,28,30.2,71.6
143,措备,2015-07-25,28.4,32.4,65.4
143,措备,2015-07-26,29,35.1,64.1
143,措备,2015-07-27,29.2,33.1,67
143,措备,2015-07-28,29.8,34.5,65.8
143,措备,2015-07-29,29.2,33.4,73.3
143,措备,2015-07-30,31.2,37,67
143,措备,2015-07-31,30.5,36.3,66.9
143,措备,2015-08-01,30.8,36.8,61.4
143,措备,2015-08-02,28.6,35.6,70.5
143,措备,2015-08-03,30.4,36.4,60.8
143,措备,2015-08-04,30.3,36.8,58.1
143,措备,2015-08-05,30.7,37.7,58.8
143,措备,2015-08-06,31.3,38.3,58
143,措备,2015-08-07,29.4,37.7,66.1
143,措备,2015-08-08,27.6,35.2,75
143,措备,2015-08-09,28.7,34.5,67.4
143,措备,2015-08-10,28.2,33.5,62.5
143,措备,2015-08-11,26.5,31.5,66.8
143,措备,2015-08-12,21.1,22.8,95.8
143,措备,2015-08-13,24,30.7,83
143,措备,2015-08-14,25.8,32,73.9
143,措备,2015-08-15,26.9,33.2,73.3
143,措备,2015-08-16,25.9,30.3,77.8
143,措备,2015-08-17,24.7,30.3,79.4
143,措备,2015-08-18,24.4,28.2,78.1
143,措备,2015-08-19,24.9,28.2,75.9
143,措备,2015-08-20,23.2,24.5,90.8
143,措备,2015-08-21,23.2,28.6,85.4
143,措备,2015-08-22,25.3,30.4,76.4
143,措备,2015-08-23,25.8,29.5,76.6
143,措备,2015-08-24,24.9,27.3,79.4
143,措备,2015-08-25,21.9,24,90.3
143,措备,2015-08-26,22.8,28.5,76.1
143,措备,2015-08-27,23.7,29.9,78.5
143,措备,2015-08-28,23.2,29.5,82.6
143,措备,2015-08-29,23.3,28.6,79.8
143,措备,2015-08-30,24,29,77.9
143,措备,2015-08-31,23.9,28.6,79.3
143,措备,2015-09-01,23,27.1,84.1
143,措备,2015-09-02,22.8,28,86
143,措备,2015-09-03,23.5,28.4,81.9
143,措备,2015-09-04,23.8,30,74.9
143,措备,2015-09-05,22.2,26.6,85.6
143,措备,2015-09-06,20,23.2,88.3
143,措备,2015-09-07,20.4,25.3,74.3
143,措备,2015-09-08,19.7,25,67.4
143,措备,2015-09-09,21,28.3,61.9
143,措备,2015-09-10,21.1,28.5,64.5
143,措备,2015-09-11,22.8,29.5,69.5
143,措备,2015-09-12,19.9,22.6,81.5
143,措备,2015-09-13,19.8,25.5,64.6
143,措备,2015-09-14,19.3,26.1,66.5
143,措备,2015-09-15,18.6,24.2,70.5
143,措备,2015-09-16,19.1,23.8,75.1
143,措备,2015-09-17,17.7,19.9,94
143,措备,2015-09-18,19.9,25.3,79.3
143,措备,2015-09-19,20.2,27.4,78.8
143,措备,2015-09-20,20.8,26.9,77.6
143,措备,2015-09-21,21.5,28.5,76.1
143,措备,2015-09-22,20.5,27.2,78.3
143,措备,2015-09-23,18.2,21.7,91.3
143,措备,2015-09-24,20.4,23.2,88.4
143,措备,2015-09-25,20.4,25.8,83
143,措备,2015-09-26,21.2,27.2,79
143,措备,2015-09-27,20.7,27.2,79.8
143,措备,2015-09-28,20.9,28.2,70.4
143,措备,2015-09-29,20,25.4,71.3
143,措备,2015-09-30,19.4,22.3,67
143,措备,2015-10-01,18.4,23.1,87.9
143,措备,2015-10-02,17,23.1,43.1
143,措备,2015-10-03,18.6,26.1,65.6
143,措备,2015-10-04,18,25.1,62.3
143,措备,2015-10-05,17.1,24,69
143,措备,2015-10-06,17.7,25.5,70.8
143,措备,2015-10-07,17.6,24.8,73.4
143,措备,2015-10-08,17.6,25.6,68.3
143,措备,2015-10-09,17.1,22.4,60.6
143,措备,2015-10-10,15.3,23.2,67.8
143,措备,2015-10-11,14.2,18.6,67.5
143,措备,2015-10-12,14.2,19.1,66.1
143,措备,2015-10-13,15.6,22.7,58.5
143,措备,2015-10-14,17,24.2,66.6
143,措备,2015-10-15,16.1,23.8,76.9
143,措备,2015-10-16,16.9,23.7,78.1
143,措备,2015-10-17,16.3,24.6,74.6
143,措备,2015-10-18,17.1,26.9,67.8
143,措备,2015-10-19,16.9,24,74.1
143,措备,2015-10-20,17.7,24.3,75.6
143,措备,2015-10-21,18,25.3,77.8
143,措备,2015-10-22,17.4,21.5,77.8
143,措备,2015-10-23,16.9,23.4,77.1
143,措备,2015-10-24,17.4,22.8,75.6
143,措备,2015-10-25,15.7,19.7,57.1
143,措备,2015-10-26,13.6,20.5,71.5
143,措备,2015-10-27,13.6,18.3,74.6
143,措备,2015-10-28,12.5,17.9,56
143,措备,2015-10-29,11.6,16.3,56.1
143,措备,2015-10-30,9.8,14.1,45.4
143,措备,2015-10-31,7.4,14.2,50.4
143,措备,2015-11-01,6.1,10.2,69.8
143,措备,2015-11-02,10.8,16.8,65.6
143,措备,2015-11-03,12,20.1,66.5
143,措备,2015-11-04,11,20.4,71
143,措备,2015-11-05,13.6,21.8,69.8
143,措备,2015-11-06,13.2,19.6,80
143,措备,2015-11-07,13.6,14.7,98
143,措备,2015-11-08,13.6,15.1,98.3
143,措备,2015-11-09,13.8,17.7,82.5
143,措备,2015-11-10,12.6,17.7,79.6
143,措备,2015-11-11,13.4,18.3,80.6
143,措备,2015-11-12,14.2,17.9,79
143,措备,2015-11-13,13.2,14.6,88
143,措备,2015-11-14,14.7,17.2,92.9
143,措备,2015-11-15,13.9,18.1,83.6
143,措备,2015-11-16,12.1,15.1,94.4
143,措备,2015-11-17,14.2,15.4,93.8
143,措备,2015-11-18,11.4,13.6,91.6
143,措备,2015-11-19,11.2,13.3,79.6
143,措备,2015-11-20,12.4,17.7,76.3
143,措备,2015-11-21,9.9,12.6,88.5
143,措备,2015-11-22,13.1,16.1,81.9
143,措备,2015-11-23,13.4,15.1,83.6
143,措备,2015-11-24,10.6,13.7,72.3
143,措备,2015-11-25,7.1,8.7,81.9
143,措备,2015-11-26,2.7,5.9,60.5
143,措备,2015-11-27,2.8,6.5,63.1
143,措备,2015-11-28,5.4,10,65.1
143,措备,2015-11-29,5.4,11.6,75.8
143,措备,2015-11-30,7.7,13.2,71.9
143,措备,2015-12-01,5.6,13.4,78.6
143,措备,2015-12-02,7.6,11.4,83.3
143,措备,2015-12-03,4.8,8.3,56
143,措备,2015-12-04,4.4,7.7,60.1
143,措备,2015-12-05,6.8,9.4,58.4
143,措备,2015-12-06,4.8,9.4,64
143,措备,2015-12-07,6.1,12.1,75.8
143,措备,2015-12-08,8.1,13.5,71.3
143,措备,2015-12-09,7,12.9,84.1
143,措备,2015-12-10,8.5,9.5,96.5
143,措备,2015-12-11,8.5,10.8,79.6
143,措备,2015-12-12,5.6,11.1,73.4
143,措备,2015-12-13,6.7,12.7,75.3
143,措备,2015-12-14,7.4,9.8,90.1
143,措备,2015-12-15,8.3,11,73.8
143,措备,2015-12-16,2.7,6.2,71.6
143,措备,2015-12-17,-1,2,50.6
143,措备,2015-12-18,1.8,6.3,61.5
143,措备,2015-12-19,2.2,9.2,72.9
143,措备,2015-12-20,1.2,4.2,83.4
143,措备,2015-12-21,5.1,12,85.1
143,措备,2015-12-22,3.7,9.3,87.5
143,措备,2015-12-23,6.7,8.6,90.1
143,措备,2015-12-24,5.4,10.6,72.5
143,措备,2015-12-25,2.5,6.3,43
143,措备,2015-12-26,5,11.6,51.1
143,措备,2015-12-27,2,5.4,35.4
143,措备,2015-12-28,-1.1,2.8,41.4
143,措备,2015-12-29,0,5.1,46
143,措备,2015-12-30,.6,8,62
143,措备,2015-12-31,2,7,66.4
143,措备,2016-01-01,1.7,8,70.5
143,措备,2016-01-02,3,9.9,74.8
143,措备,2016-01-03,4.9,13.9,77
143,措备,2016-01-04,5.8,11.4,58.1
143,措备,2016-01-05,2.9,5.9,29.4
143,措备,2016-01-06,2.2,5.8,47.5
143,措备,2016-01-07,1.7,5.3,50.4
143,措备,2016-01-08,.8,4.5,49.4
143,措备,2016-01-09,1.3,7.4,54.4
143,措备,2016-01-10,2.1,8,58.6
143,措备,2016-01-11,1.5,5.5,33.9
143,措备,2016-01-12,-.5,5.2,38.1
143,措备,2016-01-13,0,3.1,57.1
143,措备,2016-01-14,.2,3.9,56.1
143,措备,2016-01-15,-.3,6.8,66.3
143,措备,2016-01-16,.6,8.3,68.9
143,措备,2016-01-17,1.4,4.5,81.5
143,措备,2016-01-18,-.2,3.7,62.1
143,措备,2016-01-19,-6.3,-3.6,46.8
143,措备,2016-01-20,-5.4,-1.8,49.5
143,措备,2016-01-21,-3.4,.4,38.9
143,措备,2016-01-22,-2.1,1.6,32
143,措备,2016-01-23,-5.8,-2.3,37.6
143,措备,2016-01-24,-10.2,-7.6,49
143,措备,2016-01-25,-5,.1,54.9
143,措备,2016-01-26,-.7,4.9,59.5
143,措备,2016-01-27,.9,8.1,56.4
143,措备,2016-01-28,-.7,2.5,76.1
143,措备,2016-01-29,.9,1.8,98
143,措备,2016-01-30,2.1,4.8,95
143,措备,2016-01-31,1.2,4.2,61
143,措备,2016-02-01,-1.2,2.7,40.5
143,措备,2016-02-02,-1.9,3.9,43
143,措备,2016-02-03,-.4,5.3,50.4
143,措备,2016-02-04,2.3,6.5,48.4
143,措备,2016-02-05,1.8,6,35
143,措备,2016-02-06,.2,4.5,41
143,措备,2016-02-07,0,6.5,45.8
143,措备,2016-02-08,2.6,8.9,46.8
143,措备,2016-02-09,3.9,7.9,36
143,措备,2016-02-10,3.3,11.9,50.4
143,措备,2016-02-11,5.5,13.3,63.8
143,措备,2016-02-12,9.7,12.6,94
143,措备,2016-02-13,13,15.9,96.3
143,措备,2016-02-14,4.2,15.6,62.9
143,措备,2016-02-15,-2.2,.9,47
143,措备,2016-02-16,1.1,4.9,56
143,措备,2016-02-17,2.8,7.4,44.1
143,措备,2016-02-18,3.7,10.6,57
143,措备,2016-02-19,5.4,11.1,56.8
143,措备,2016-02-20,5.6,10.8,43.9
143,措备,2016-02-21,2.2,6.6,36.4
143,措备,2016-02-22,3.6,7.5,45.6
143,措备,2016-02-23,4.8,9.7,42.6
143,措备,2016-02-24,.7,4.6,45.5
143,措备,2016-02-25,1.6,6.8,41.3
143,措备,2016-02-26,3.3,8.4,68.3
143,措备,2016-02-27,6.6,12.3,66.8
143,措备,2016-02-28,7.2,15.3,66.9
143,措备,2016-02-29,-.5,2.4,46.9
143,措备,2016-03-01,.2,5.7,41.9
143,措备,2016-03-02,4.8,13.5,47.4
143,措备,2016-03-03,8.3,17.5,54.5
143,措备,2016-03-04,7.2,9.4,91.6
143,措备,2016-03-05,12.1,17.2,89
143,措备,2016-03-06,13.5,19.1,73.1
143,措备,2016-03-07,11.5,17.4,64.9
143,措备,2016-03-08,8.9,10.6,41.1
143,措备,2016-03-09,6.4,12.2,46.8
143,措备,2016-03-10,2.9,7,35
143,措备,2016-03-11,2.3,6.9,38.4
143,措备,2016-03-12,4.1,9.8,40.1
143,措备,2016-03-13,5.7,9.3,50.9
143,措备,2016-03-14,6.2,12.1,56.1
143,措备,2016-03-15,7.6,15.6,49.8
143,措备,2016-03-16,11.2,18.6,35.9
143,措备,2016-03-17,12.4,21.1,37
143,措备,2016-03-18,10.7,13.7,89.8
143,措备,2016-03-19,10.8,16.9,73.4
143,措备,2016-03-20,9,11.7,65.1
143,措备,2016-03-21,10.8,16.8,54.4
143,措备,2016-03-22,12.9,20.2,45
143,措备,2016-03-23,10,15.7,61.1
143,措备,2016-03-24,6.8,10.8,64.8
143,措备,2016-03-25,6.5,11.6,71.3
143,措备,2016-03-26,7.2,13.6,72.5
143,措备,2016-03-27,9.7,15.7,46.8
143,措备,2016-03-28,11.6,18.7,31.6
143,措备,2016-03-29,12.5,18.8,48.5
143,措备,2016-03-30,15.4,22.4,46.4
143,措备,2016-03-31,13.9,21.1,40.1
143,措备,2016-04-01,14.4,23.2,48.9
143,措备,2016-04-02,15.2,24.3,60.1
143,措备,2016-04-03,11.7,15.6,83.4
143,措备,2016-04-04,10.7,13.1,83
143,措备,2016-04-05,14.1,20.9,52.4
143,措备,2016-04-06,14.1,22.1,53.5
143,措备,2016-04-07,13.1,17.6,84.8
143,措备,2016-04-08,16.8,24.8,52.6
143,措备,2016-04-09,18.2,25.7,42
143,措备,2016-04-10,13.6,19.8,66.1
143,措备,2016-04-11,9.8,13.6,64.1
143,措备,2016-04-12,12.4,19.8,59.9
143,措备,2016-04-13,14.6,17.1,94.3
143,措备,2016-04-14,18.2,25.3,54.8
143,措备,2016-04-15,14.9,21.9,58.5
143,措备,2016-04-16,15,21,69.6
143,措备,2016-04-17,16.3,20.1,44.8
143,措备,2016-04-18,16.2,21.8,34.6
143,措备,2016-04-19,14.5,21,45
143,措备,2016-04-20,15.6,22.2,49.8
143,措备,2016-04-21,14.5,17,84.8
143,措备,2016-04-22,19.4,27.2,61.8
143,措备,2016-04-23,17.9,22.1,37.1
143,措备,2016-04-24,15.6,21.8,39.5
143,措备,2016-04-25,17.2,25.9,54
143,措备,2016-04-26,16.2,24.2,62
143,措备,2016-04-27,10.1,12.8,94.4
143,措备,2016-04-28,13,19.1,72.3
143,措备,2016-04-29,15.5,22.7,55.6
143,措备,2016-04-30,18.5,26.9,58.6
143,措备,2016-05-01,19.7,29.3,55.8
143,措备,2016-05-02,20,27,64
143,措备,2016-05-03,17.6,21.4,71.1
143,措备,2016-05-04,19.5,25,31.8
143,措备,2016-05-05,20.3,28,35.9
143,措备,2016-05-06,20.5,24,74.3
143,措备,2016-05-07,19.8,25.5,43.3
143,措备,2016-05-08,18.7,26.1,51.6
143,措备,2016-05-09,19.9,24.9,52
143,措备,2016-05-10,14.5,20.1,90.9
143,措备,2016-05-11,17.2,23.4,74.3
143,措备,2016-05-12,19.6,27.4,60.3
143,措备,2016-05-13,16.7,22.2,71
143,措备,2016-05-14,16.3,23.1,68.6
143,措备,2016-05-15,19.8,25.1,74.3
143,措备,2016-05-16,15.9,22.5,63.1
143,措备,2016-05-17,18.5,27.4,53.3
143,措备,2016-05-18,21.8,31.1,52.1
143,措备,2016-05-19,20.8,29.9,49.4
143,措备,2016-05-20,20,29.6,55.3
143,措备,2016-05-21,19.4,27.2,54.8
143,措备,2016-05-22,19.2,27.4,51.6
143,措备,2016-05-23,21.7,30.6,50.5
143,措备,2016-05-24,19.8,22.7,84.1
143,措备,2016-05-25,21.3,28,68
143,措备,2016-05-26,22.6,28.2,66.1
143,措备,2016-05-27,24.3,29.1,54.6
143,措备,2016-05-28,23.5,29.2,50.6
143,措备,2016-05-29,22.8,28.6,57.8
143,措备,2016-05-30,24.6,32.3,52.9
143,措备,2016-05-31,25.2,30.8,47.1
143,措备,2016-06-01,20.6,25.1,52
143,措备,2016-06-02,20.8,28,54.8
143,措备,2016-06-03,23.9,31.2,44.8
143,措备,2016-06-04,20.5,23,71
143,措备,2016-06-05,20.8,25.6,67.8
143,措备,2016-06-06,18.4,19.3,87.4
143,措备,2016-06-07,22.9,28.4,73.6
143,措备,2016-06-08,21.9,24.7,87
143,措备,2016-06-09,22.7,27.4,75.8
143,措备,2016-06-10,24.5,32.1,64.4
143,措备,2016-06-11,25.3,31.6,64.3
143,措备,2016-06-12,23.9,26.3,77.6
143,措备,2016-06-13,23.1,28.3,74.6
143,措备,2016-06-14,22.6,28.4,72.9
143,措备,2016-06-15,23.3,25.6,69.1
143,措备,2016-06-16,24.8,28.9,63.1
143,措备,2016-06-17,25.3,32,51
143,措备,2016-06-18,26.3,33.5,52.3
143,措备,2016-06-19,25.8,32.6,59.6
143,措备,2016-06-20,25.1,31.5,61.9
143,措备,2016-06-21,23.3,25.3,74
143,措备,2016-06-22,22.8,25.5,79.1
143,措备,2016-06-23,26.2,32.7,60.1
143,措备,2016-06-24,22.7,25.5,81
143,措备,2016-06-25,24.9,29.6,47.4
143,措备,2016-06-26,24.8,30.9,53.3
143,措备,2016-06-27,22.6,27.8,72.9
143,措备,2016-06-28,23,27.8,68.8
143,措备,2016-06-29,23.2,26.6,71.5
143,措备,2016-06-30,25.8,32.3,70.3
143,措备,2016-07-01,25.4,28.5,79.5
143,措备,2016-07-02,25.1,28.3,81.6
143,措备,2016-07-03,22.8,26.7,88
143,措备,2016-07-04,21.4,23,90.9
143,措备,2016-07-05,27.1,32.6,72.3
143,措备,2016-07-06,24.3,31,88.4
143,措备,2016-07-07,24.3,32.6,76.3
143,措备,2016-07-08,25.8,31.7,70.5
143,措备,2016-07-09,27.9,33.9,67.9
143,措备,2016-07-10,28.6,33.5,59.1
143,措备,2016-07-11,26,29.9,78.3
143,措备,2016-07-12,26.5,29.7,77.6
